College,Category,Candidate,Year,Round,Status,University,Code,Rank,Percentile
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",OPEN,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,6879,64.2548284
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",SC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,11833,27.8722654
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",NT-B,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,9688,45.6743858
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",NT-C,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,10730,37.1480734
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",NT-D,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,9347,47.5064860
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",OBC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,9308,47.5064860
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",NT-B,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,5938,68.0055091
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,4930,73.5018096
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,7135,61.5194900
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",NT-A,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,13926,5.9799493
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",NT-D,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,10510,38.4644950
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,6044,68.0055091
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,6812,64.2548284
"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6168,3512,82.2683450
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",OPEN,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,5116,72.6370071
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",SC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,9733,45.6743858
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",NT-A,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,8417,54.6971589
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",NT-B,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,9816,43.0255276
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",NT-C,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,11391,32.4268921
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",NT-D,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,10552,38.4644950
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",OBC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,7015,61.5194900
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,3439,82.2683450
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,5282,72.6370071
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",NT-B,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,7138,61.5194900
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",NT-C,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,8957,50.1681560
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,4777,75.7919349
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,4923,73.5018096
"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6170,2338,88.8184234
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",OPEN-PWD,Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,7426,59.0884340
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",OPEN,Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,242,98.5618654
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",SC,Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,777,96.0026904
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",ST,Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,668,96.2845520
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",NT-A,Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,1875,90.5576374
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",NT-C,Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,815,96.0026904
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",OBC,Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,378,97.7739342
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,135,99.2505044
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",SC,Other Than Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,474,97.6009737
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",ST,Other Than Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,2388,87.5372345
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",NT-C,Other Than Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,700,96.2845520
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,220,98.6643605
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",EWS,State Level Seats,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,384,97.7739342
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided-Autonomous,Savitribai Phule Pune University,6175,123,99.2505044
"Indira College of Engineering & Management, Pune",OPEN,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,1390,93.0111143
"Indira College of Engineering & Management, Pune",SC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,3761,80.4682745
"Indira College of Engineering & Management, Pune",ST,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,9041,50.1681560
"Indira College of Engineering & Management, Pune",NT-A,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,3330,82.9890138
"Indira College of Engineering & Management, Pune",NT-B,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,3557,82.2683450
"Indira College of Engineering & Management, Pune",NT-C,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,2812,85.3848371
"Indira College of Engineering & Management, Pune",NT-D,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,1562,92.1302969
"Indira College of Engineering & Management, Pune",OBC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,1663,92.1302969
"Indira College of Engineering & Management, Pune",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,512,97.6009737
"Indira College of Engineering & Management, Pune",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,1077,94.8432145
"Indira College of Engineering & Management, Pune",ST,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,6793,64.2548284
"Indira College of Engineering & Management, Pune",NT-A,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,4950,73.5018096
"Indira College of Engineering & Management, Pune",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,943,95.1346849
"Indira College of Engineering & Management, Pune",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,1755,92.1302969
"Indira College of Engineering & Management, Pune",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6179,590,96.9956119
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",OPEN,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,2711,86.1407386
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",SC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,6878,64.2548284
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",NT-B,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,11377,32.4268921
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",NT-C,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,10439,38.4644950
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",NT-D,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,6098,68.0055091
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",OBC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,5803,69.1489702
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",NT-A,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,7761,59.0884340
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,2333,88.8184234
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,4285,77.6144261
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",NT-A,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,4665,75.7919349
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",NT-B,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,3858,79.6963582
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",NT-C,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,4309,77.6144261
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",NT-D,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,6804,64.2548284
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,3023,85.3848371
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,3768,80.4682745
"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6201,1618,92.1302969
"KIT's Institute of Management Education & Research, Kolhapur",OPEN,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,2876,85.3848371
"KIT's Institute of Management Education & Research, Kolhapur",SC,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,7562,59.0884340
"KIT's Institute of Management Education & Research, Kolhapur",NT-B,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,7719,59.0884340
"KIT's Institute of Management Education & Research, Kolhapur",NT-C,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,4757,75.7919349
"KIT's Institute of Management Education & Research, Kolhapur",NT-D,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,11109,33.9130713
"KIT's Institute of Management Education & Research, Kolhapur",OBC,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,5234,72.6370071
"KIT's Institute of Management Education & Research, Kolhapur",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,4606,75.7919349
"KIT's Institute of Management Education & Research, Kolhapur",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,7072,61.5194900
"KIT's Institute of Management Education & Research, Kolhapur",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,8275,54.6971589
"KIT's Institute of Management Education & Research, Kolhapur",NT-B,Other Than Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6212,9105,50.1681560
"KIT's Institute of Management Education & Research, Kolhapur",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Shivaji University,6212,3400,82.2683450
"KIT's Institute of Management Education & Research, Kolhapur",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Shivaji University,6212,937,95.1346849
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",OPEN,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,6818,64.2548284
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",SC,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,10991,33.9130713
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",NT-B,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,12828,18.7469972
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",NT-C,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,9633,45.6743858
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",OBC,Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,13232,14.3525191
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,11964,27.8722654
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,14259,1.6078921
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,13203,14.3525191
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",NT-C,Other Than Home University,2022,CAP Round-1,Un-Aided,Shivaji University,6213,9818,43.0255276
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Shivaji University,6213,7794,59.0884340
"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Shivaji University,6213,3474,82.2683450
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",OPEN,Home University,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,10455,38.4644950
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",SC,Home University,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,13613,10.5505909
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",NT-A,Home University,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,11633,32.4268921
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",NT-C,Home University,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,10779,37.1480734
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",OBC,Home University,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,12301,23.8044905
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,10577,37.1480734
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,11019,33.9130713
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,12618,21.4214791
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,11484,32.4268921
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Punyashlok Ahilyadevi Holkar Solapur University,6220,5135,72.6370071
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",OPEN,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,1553,92.1302969
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",SC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,4124,79.6963582
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",ST,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,14020,4.9549982
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",NT-A,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,7443,59.0884340
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",NT-B,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,2257,88.8184234
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",NT-C,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,5696,69.1489702
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",NT-D,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,3189,83.7897568
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",OBC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,2462,87.5372345
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,1057,94.8432145
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,1948,90.5576374
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",ST,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,11622,32.4268921
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",NT-A,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,4666,75.7919349
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",NT-B,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,1902,90.5576374
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",NT-C,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,1085,94.1609813
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",NT-D,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,3420,82.2683450
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,1269,93.4883571
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,1935,90.5576374
"Dr. D. Y. Patil Pratishthan's D.Y.Patil Institute of Master of Computer Applications and Management, Akurdi, Pune",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6228,675,96.2845520
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",OPEN,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,3219,82.9890138
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",SC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,7680,59.0884340
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",ST,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,14153,3.5873290
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-A,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,13228,14.3525191
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-B,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,6228,68.0055091
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-C,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,7405,59.0884340
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-D,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,6005,68.0055091
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",OBC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,4404,76.7752474
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",OPEN-PWD,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,7373,59.0884340
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-A,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,6848,64.2548284
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,2097,90.5576374
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",SC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,3031,85.3848371
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",ST,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,13944,5.9799493
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-A,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,6190,68.0055091
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-B,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,3367,82.2683450
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-C,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,2817,85.3848371
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",NT-D,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,3534,82.2683450
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",OBC,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,2720,86.1407386
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",EWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,3526,82.2683450
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",TFWS,State Level Seats,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6231,1410,93.0111143
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",OPEN,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,1060,94.8432145
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",SC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,4494,76.7752474
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",ST,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,12418,22.6834502
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",NT-A,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,5872,68.0055091
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",NT-B,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,2590,87.5372345
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",NT-C,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,4695,75.7919349
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",NT-D,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,3788,80.4682745
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",OBC,Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,2486,87.5372345
"Maharashtra Education Society's Institute of Management and Career Courses (IMCC), Pune",OPEN,Other Than Home University,2022,CAP Round-1,Un-Aided,Savitribai Phule Pune University,6232,754,96.0026904
